mutant_id,country_of_origin,unique_mutant_ability,mutant_ability_description,age_group,sex,gender_identity,spoken_languages,previous_occupation
4825,Brazil,Adoptive Muscle Memory,Learning physical tasks instantly.,35-49,Female,Female,Portuguese,Security Guard
4826,Turkmenistan,Animal Transformation,Changing into animals.,18-34,Male,Male,Turkmen,Journalist
4827,Bangladesh,Enhanced Senses,Heightened sensory perception.,18-34,Male,Female,Bengali,Administrative Assistant
4828,Philippines,Pressure Manipulation,Controlling pressure in the environment.,0-17,Female,Female,Filipino,N/A
4829,Portugal,Solar Manipulation,Controlling and using solar energy.,18-34,Male,Non-binary,Portuguese; English,Plumber
4830,China,Intangibility,"Becoming non-solid, ghost-like.",50-64,Male,Male,English,Nurse
4831,Japan,Sonic Scream,Emitting powerful sonic waves.,18-34,Male,Female,Japanese; English,Manager
4832,South Korea,Substance Mimicry,Turning into any material.,18-34,Male,Male,English,Administrative Assistant
4833,Canada,Retrocognition,Seeing past events.,0-17,Male,Female,French,N/A
4834,Uganda,Flight,Ability to fly.,18-34,Female,Female,English,Nurse
4835,South Korea,Invulnerability,Complete resistance to physical harm.,35-49,Female,Male,Korean; English,Cryptocurrency Specialist
4836,Nigeria,Healing,Rapid recovery from injuries.,18-34,Female,Female,Yoruba,Volcanologist
4837,Uganda,Animal Communication,Talking to and controlling animals.,0-17,Male,Male,English,N/A
4838,India,Poison Resistance,Immunity to toxins and poisons.,35-49,Male,Male,Hindi,Janitor
4839,Brazil,Ice Resistance,Immunity to cold and ice.,35-49,Female,Non-binary,Portuguese,Office Clerk
4840,USA,Intangibility,"Becoming non-solid, ghost-like.",0-17,Female,Female,English,N/A
4841,Mexico,Electrokinesis,Controlling and creating electricity.,35-49,Female,Female,Spanish,Manager
4842,Japan,Biokinesis,Altering living organisms' biology.,0-17,Female,Female,English,N/A
4843,Nigeria,Dream Manipulation,Controlling and entering dreams.,0-17,Female,Female,English,N/A
4844,Bangladesh,Spatial Manipulation,Altering space and dimensions.,18-34,Female,Female,Bengali,Marine Biologist
4845,India,Healing,Rapid recovery from injuries.,35-49,Female,Female,Telugu; English,Firefighter
4846,Pakistan,Sonic Scream,Emitting powerful sonic waves.,35-49,Male,Female,Urdu; Punjabi,Construction Worker
4847,China,Fire Resistance,Immunity to fire.,18-34,Female,Female,Cantonese,Plumber
4848,Bangladesh,Bulletproof,Impervious to bullets.,0-17,Female,Male,English,N/A
4849,France,Healing,Rapid recovery from injuries.,35-49,Female,Male,English,Manager
4850,Canada,Density Control,Altering one's density.,18-34,Female,Male,French; English,Administrative Assistant
4851,China,Elemental Control,"Manipulating elements (fire, water, earth, air).",18-34,Female,Female,Mandarin,Psychologist
4852,India,Super Speed,Enhanced speed and reflexes.,35-49,Female,Female,English; Hindi,Plumber
4853,India,Super Speed,Enhanced speed and reflexes.,35-49,Male,Female,Marathi,Teacher
4854,China,Elasticity,Stretching and reshaping the body.,18-34,Female,Male,Mandarin; English,Laborer
4855,India,Umbrakinesis,Controlling and creating shadows.,18-34,Male,Female,English; Marathi,Electrician
4856,Indonesia,Molecular Manipulation,Changing the molecular structure of objects.,35-49,Female,Female,Indonesian,Customer Service Representative
4857,Mexico,Flight,Ability to fly.,35-49,Male,Male,Spanish,Retail Sales Associate
4858,Sudan,Energy Manipulation,"Creating, absorbing, and controlling energy.",0-17,Male,Male,English,N/A
4859,South Korea,Shape-shifting,Changing physical form.,18-34,Female,Female,Korean; English,Police Officer
4860,Madagascar,Photokinesis,Controlling and creating light.,35-49,Male,Female,English,Salesperson
4861,Bangladesh,Acid Generation,Creating and controlling acid.,18-34,Male,Male,Bengali; English,Driver
4862,China,Sound Manipulation,Controlling and creating sound.,35-49,Female,Female,Mandarin,Administrative Assistant
4863,Ukraine,Adoptive Muscle Memory,Learning physical tasks instantly.,18-34,Female,Male,Ukrainian,Hippotherapist
4864,India,Electric Resistance,Immunity to electricity.,18-34,Male,Male,Marathi,Anthropologist
4865,China,Electric Resistance,Immunity to electricity.,35-49,Male,Male,English,Pilot
4866,Dominican Republic,Density Control,Altering one's density.,18-34,Female,Female,English,Driver
4867,China,Super Strength,Enhanced physical strength.,0-17,Female,Female,English,N/A
4868,Turkey,Super Speed,Enhanced speed and reflexes.,0-17,Female,Male,English; Turkish,N/A
4869,India,Regeneration,Ability to regrow lost limbs or organs.,18-34,Male,Female,Urdu,Factory Worker
4870,Cameroon,Sonic Scream,Emitting powerful sonic waves.,35-49,Female,Female,English,Customer Service Representative
4871,Iran,Temperature Manipulation,Controlling and altering temperature.,18-34,Female,Female,English,Mechanic
4872,Jordan,Chlorokinesis,Controlling plant life.,18-34,Male,Male,Arabic; English,Janitor
4873,Madagascar,Elasticity,Stretching and reshaping the body.,18-34,Female,Male,English,Factory Worker
4874,India,Shadow Manipulation,Controlling and creating shadows.,35-49,Male,Male,Telugu; Urdu,Carpenter
4875,China,Fire Resistance,Immunity to fire.,18-34,Male,Male,English,Farmer
4876,Belgium,Enhanced Durability,Increased physical resilience.,35-49,Female,Female,French; Dutch,Office Clerk
4877,Germany,Light Manipulation,Controlling and creating light.,18-34,Female,Female,English; German,Construction Worker
4878,India,Spatial Manipulation,Altering space and dimensions.,35-49,Male,Non-binary,Urdu; Bengali; Telugu; Hindi,Mechanic
4879,Colombia,Adoptive Muscle Memory,Learning physical tasks instantly.,18-34,Female,Male,Spanish,Janitor
4880,India,Bulletproof,Impervious to bullets.,18-34,Female,Female,Hindi,Pharmacist
4881,Malaysia,Shape-shifting,Changing physical form.,18-34,Female,Female,English,Laborer
4882,China,Elasticity,Stretching and reshaping the body.,65+,Male,Female,Mandarin,Financial Analyst
4883,China,Plasma Manipulation,Controlling and creating plasma.,18-34,Male,Female,Cantonese,Teacher
4884,India,Atmospheric Manipulation,Controlling the atmosphere.,50-64,Female,Male,Hindi,Plumber
4885,India,Substance Mimicry,Turning into any material.,18-34,Male,Male,Tamil; Telugu,Pilot
4886,Bangladesh,Spatial Manipulation,Altering space and dimensions.,35-49,Male,Female,Bengali,Teacher
4887,India,Regeneration,Ability to regrow lost limbs or organs.,0-17,Female,Male,Marathi,N/A
4888,China,Umbrakinesis,Controlling and creating shadows.,35-49,Male,Female,Mandarin; Cantonese,Chef
4889,South Korea,Aerokinesis,Controlling and creating air/wind.,18-34,Male,Female,Korean,Salesperson
4890,Germany,Energy Manipulation,"Creating, absorbing, and controlling energy.",18-34,Female,Female,German,Farmer
4891,Mexico,Enhanced Durability,Increased physical resilience.,0-17,Female,Non-binary,Spanish,N/A
4892,USA,Telempathy,Sensing and manipulating emotions.,18-34,Male,Non-binary,English,Carpenter
4893,Peru,Time Manipulation,Altering the flow of time.,18-34,Male,Female,Quechua,Social Worker
4894,Nepal,Precognition,Seeing the future.,18-34,Female,Female,English,Teacher
4895,India,Photokinesis,Controlling and creating light.,50-64,Male,Female,Urdu,Janitor
4896,China,Chlorokinesis,Controlling plant life.,50-64,Female,Female,English,Janitor
4897,India,Explosion Manipulation,Creating and controlling explosions.,18-34,Female,Female,Urdu,Laborer
4898,India,Telepathy,"Reading minds, mental communication.",18-34,Female,Male,Urdu,Real Estate Agent
4899,Philippines,Explosion Manipulation,Creating and controlling explosions.,35-49,Male,Non-binary,English,Graphic Designer
4900,India,Elasticity,Stretching and reshaping the body.,18-34,Male,Transgender Male,English,Art Therapist
4901,USA,Poison Resistance,Immunity to toxins and poisons.,18-34,Male,Female,Spanish,Customer Service Representative
4902,China,Fire Resistance,Immunity to fire.,18-34,Male,Female,English,Salesperson
4903,China,Invisibility,Becoming unseen.,0-17,Male,Male,Mandarin,N/A
4904,Taiwan,Healing,Rapid recovery from injuries.,18-34,Male,Non-binary,English,Farmer
4905,Angola,Toxikinesis,Creating and controlling toxins and poisons.,35-49,Female,Female,English,Administrative Assistant
4906,Turkey,Enhanced Agility,Superhuman agility and reflexes.,50-64,Female,Female,Turkish,Archaeologist
4907,UK,Fire Resistance,Immunity to fire.,0-17,Male,Male,English,N/A
4908,Indonesia,Precognition,Seeing the future.,65+,Female,Female,English,Customer Service Representative
4909,Thailand,Enhanced Durability,Increased physical resilience.,35-49,Male,Male,English; Thai,Hairdresser
4910,China,Summoning,Calling forth beings or objects.,18-34,Male,Male,Mandarin; English,Salesperson
4911,Brazil,Electric Resistance,Immunity to electricity.,0-17,Male,Female,Portuguese,N/A
4912,Yemen,Invulnerability,Complete resistance to physical harm.,18-34,Male,Female,Arabic,Veterinarian
4913,Egypt,Explosion Manipulation,Creating and controlling explosions.,18-34,Female,Female,Arabic; English,Plumber
4914,Iran,Enhanced Durability,Increased physical resilience.,0-17,Male,Male,Persian,N/A
4915,El Salvador,Duplication,Creating copies of oneself.,0-17,Male,Male,Spanish,N/A
4916,India,Aerokinesis,Controlling and creating air/wind.,18-34,Female,Female,Bengali,Mechanic
4917,USA,Seismic Manipulation,Creating and controlling earthquakes.,18-34,Female,Female,English,Teacher
4918,India,Omnipotence,Unlimited power.,35-49,Male,Male,Telugu,Mechanic
4919,Ukraine,Omnipresence,Being present everywhere simultaneously.,18-34,Female,Female,Ukrainian,Truck Driver
4920,India,Super Speed,Enhanced speed and reflexes.,18-34,Male,Female,Tamil,Security Guard
4921,Nigeria,Biokinesis,Altering living organisms' biology.,50-64,Female,Male,Yoruba,Teacher
4922,China,Regeneration,Ability to regrow lost limbs or organs.,35-49,Male,Male,Cantonese,Firefighter
4923,Nigeria,Lunar Manipulation,Controlling and using lunar energy.,50-64,Female,Male,Yoruba,Manager
4924,India,Electric Resistance,Immunity to electricity.,18-34,Male,Female,Tamil; Bengali,Lawyer
4925,India,Darkness Manipulation,Controlling and creating darkness.,18-34,Female,Female,Hindi,Carpenter
4926,Spain,Telempathy,Sensing and manipulating emotions.,18-34,Female,Male,Catalan,Plumber
4927,Italy,Flight,Ability to fly.,0-17,Male,Transgender Female,Italian; English,N/A
4928,Russia,Magnetism,Controlling magnetic fields.,18-34,Male,Male,English,Office Clerk
4929,India,Atmospheric Manipulation,Controlling the atmosphere.,0-17,Female,Female,English,N/A
4930,India,Toxikinesis,Creating and controlling toxins and poisons.,0-17,Female,Male,Telugu; Marathi; Tamil,N/A
4931,China,Psionic Energy,Using psionic energy for various effects.,35-49,Female,Female,Mandarin,Hairdresser
4932,Philippines,Invulnerability,Complete resistance to physical harm.,50-64,Male,Female,English; Filipino,Manager
4933,France,Size Alteration,Changing physical size.,0-17,Male,Male,French,N/A
4934,Netherlands,Dream Manipulation,Controlling and entering dreams.,18-34,Male,Female,English,Driver
4935,Mexico,Elemental Control,"Manipulating elements (fire, water, earth, air).",18-34,Female,Female,Spanish,Hairdresser
4936,India,Invisibility,Becoming unseen.,35-49,Male,Female,Tamil,Accountant
4937,China,Cryokinesis,Controlling and creating ice.,18-34,Male,Female,English,Dentist
4938,India,Blood Manipulation,Controlling and using blood.,18-34,Female,Female,Bengali,Office Clerk
4939,Bangladesh,Gravity Control,Manipulating gravitational forces.,35-49,Female,Female,Bengali; English,Engineer
4940,China,Matter Ingestion,Consuming any form of matter.,18-34,Female,Female,Cantonese,Administrative Assistant
4941,Kazakhstan,Super Speed,Enhanced speed and reflexes.,35-49,Male,Female,Kazakh; Russian,Farmer
4942,Zambia,Lunar Manipulation,Controlling and using lunar energy.,0-17,Male,Female,English,N/A
4943,Tajikistan,Illusions,Creating false perceptions.,0-17,Male,Female,Tajik,N/A
4944,Uganda,Dream Manipulation,Controlling and entering dreams.,65+,Male,Female,English,Firefighter
4945,UK,Vibration Manipulation,Controlling vibrations.,18-34,Female,Female,English,Architect
4946,China,Vitakinesis,Healing and altering life force.,18-34,Male,Male,English,Janitor
4947,USA,Super Strength,Enhanced physical strength.,35-49,Male,Female,Spanish; English,Teacher
4948,Russia,Omnilingualism,Understanding all languages.,0-17,Female,Male,English,N/A
4949,Iran,Vitakinesis,Healing and altering life force.,0-17,Female,Male,English; Persian,N/A
4950,Indonesia,Animal Communication,Talking to and controlling animals.,18-34,Male,Male,English; Indonesian,Architect
4951,Armenia,Radiation Manipulation,Controlling and creating radiation.,18-34,Male,Female,Armenian,Photographer
4952,India,Chlorokinesis,Controlling plant life.,0-17,Male,Male,Marathi; Hindi,N/A
4953,China,Dream Manipulation,Controlling and entering dreams.,18-34,Male,Male,Mandarin,Hairdresser
4954,Russia,Retrocognition,Seeing past events.,35-49,Female,Male,Russian,Veterinarian
4955,India,Memory Manipulation,Altering and erasing memories.,18-34,Female,Male,English,Dentist
4956,China,Shadow Manipulation,Controlling and creating shadows.,18-34,Male,Male,Cantonese; Mandarin; English,Administrative Assistant
4957,India,Magnetism,Controlling magnetic fields.,0-17,Male,Male,Bengali; Hindi,N/A
4958,USA,Memory Manipulation,Altering and erasing memories.,50-64,Male,Male,English,Retail Sales Associate
4959,Indonesia,Density Control,Altering one's density.,0-17,Male,Male,Indonesian,N/A
4960,USA,Regeneration,Ability to regrow lost limbs or organs.,18-34,Male,Male,Spanish; English,Food Service Worker
4961,Mauritius,Electric Resistance,Immunity to electricity.,35-49,Male,Male,English,Photographer
4962,India,Electric Resistance,Immunity to electricity.,18-34,Male,Male,Urdu; Tamil,Office Clerk
4963,Chad,Seismic Manipulation,Creating and controlling earthquakes.,18-34,Male,Female,English,Architect
4964,India,Elasticity,Stretching and reshaping the body.,35-49,Female,Female,Telugu,Truck Driver
4965,India,Enhanced Agility,Superhuman agility and reflexes.,18-34,Male,Male,Telugu; Tamil; English,Customer Service Representative
4966,Turkey,Shadow Manipulation,Controlling and creating shadows.,65+,Female,Male,Turkish,Administrative Assistant
4967,Russia,Invisibility,Becoming unseen.,0-17,Female,Male,English,N/A
4968,China,Explosion Manipulation,Creating and controlling explosions.,0-17,Female,Female,Cantonese,N/A
4969,China,Poison Resistance,Immunity to toxins and poisons.,18-34,Male,Female,Cantonese; English,Accountant
4970,Germany,Substance Mimicry,Turning into any material.,18-34,Male,Male,German; English,Software Developer
4971,India,Super Strength,Enhanced physical strength.,18-34,Female,Non-binary,Bengali,Mechanic
4972,India,Animal Transformation,Changing into animals.,35-49,Female,Female,Telugu,Firefighter
4973,Senegal,Atmospheric Manipulation,Controlling the atmosphere.,35-49,Male,Transgender Female,English,Electrician
4974,Zimbabwe,Alchemy,Transmuting matter.,50-64,Female,Female,English,Laborer
4975,Yemen,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Male,Female,Arabic,Plumber
4976,South Africa,Sonic Scream,Emitting powerful sonic waves.,35-49,Female,Female,Xhosa,Robotics Engineer
4977,Senegal,Power Negation,Cancelling out others' powers.,65+,Male,Female,English,Chiropractor
4978,France,Psionic Constructs,Creating physical objects with the mind.,50-64,Female,Female,English,Cashier
4979,China,Enhanced Intellect,Superhuman intelligence.,18-34,Male,Female,English,Construction Worker
4980,Mexico,Animal Communication,Talking to and controlling animals.,18-34,Female,Female,Spanish,Construction Worker
4981,Zimbabwe,Poison Resistance,Immunity to toxins and poisons.,50-64,Male,Male,English,Security Guard
4982,China,Regeneration,Ability to regrow lost limbs or organs.,50-64,Male,Male,Mandarin,Construction Worker
4983,Nigeria,Omnilingualism,Understanding all languages.,0-17,Female,Male,Yoruba,N/A
4984,Mexico,Energy Projection,Emitting energy blasts.,18-34,Male,Non-binary,Spanish,Journalist
